UBIGEO,DISTRICT_NAME,CROP_CODE,CROP_STD,N_HISTORICAL_PERIODS,BASELINE_STATUS,HIST_MIN_HA,HIST_MAX_HA,HIST_MEDIAN_HA,MAX_ABS_YOY_CHANGE_HA,MAX_REL_YOY_CHANGE,P25_ABS_YOY_CHANGE_HA,P50_ABS_YOY_CHANGE_HA,P75_ABS_YOY_CHANGE_HA,ZERO_ENTRY_OBSERVED,ZERO_EXIT_OBSERVED,OFFICIAL_BOUND_AVAILABLE,ADJUSTMENT_BOUND_STATUS,AUTHORIZED_LOWER_RULE,AUTHORIZED_UPPER_RULE,MODEL_BOUND_AUTHORIZED,LIMITATION,NOTES
200603,IGNACIO ESCUDERO,14010020000,ARROZ,6,NOT_YET_FROZEN,7100,9800,9050,2385,0.335915,150,200,1292.5,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200603,IGNACIO ESCUDERO,14010070000,MAIZ AMARILLO DURO,0,NOT_YET_FROZEN,,,,,,,,,FALSE,FALSE,FALSE,UNRESOLVED,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200605,MARCAVELICA,14010020000,ARROZ,7,NOT_YET_FROZEN,3200,6450,5000,3250,0.578125,50,950,1850,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200605,MARCAVELICA,14010070000,MAIZ AMARILLO DURO,3,NOT_YET_FROZEN,20,63,35,15,0.428571,15,15,15,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200606,MIGUEL CHECA,14010020000,ARROZ,0,NOT_YET_FROZEN,,,,,,,,,FALSE,FALSE,FALSE,UNRESOLVED,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200606,MIGUEL CHECA,14010070000,MAIZ AMARILLO DURO,3,NOT_YET_FROZEN,25,60,35,35,0.583333,16.25,22.5,28.75,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200607,QUERECOTILLO,14010020000,ARROZ,4,NOT_YET_FROZEN,1690,2305,1750,505,0.280556,505,505,505,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200607,QUERECOTILLO,14010070000,MAIZ AMARILLO DURO,2,NOT_YET_FROZEN,35,41,38,6,0.146341,6,6,6,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200608,SALITRAL,14010020000,ARROZ,2,NOT_YET_FROZEN,190,300,245,,,,,,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200608,SALITRAL,14010070000,MAIZ AMARILLO DURO,1,NOT_YET_FROZEN,30,30,30,,,,,,FALSE,FALSE,FALSE,UNRESOLVED,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200801,SECHURA,14010020000,ARROZ,7,NOT_YET_FROZEN,899,2362,1109,1463,1.627364,74.25,112,476.75,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200801,SECHURA,14010070000,MAIZ AMARILLO DURO,4,NOT_YET_FROZEN,75,289,146.5,,,,,,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200802,BELLAVISTA DE LA UNION,14010020000,ARROZ,6,NOT_YET_FROZEN,974,2102,1138.5,147,0.117883,38.5,70,108.5,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200802,BELLAVISTA DE LA UNION,14010070000,MAIZ AMARILLO DURO,8,NOT_YET_FROZEN,100,434,188.5,215,1.11,5.75,34.5,98.5,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200803,BERNAL,14010020000,ARROZ,8,NOT_YET_FROZEN,600,1824,1432,936,0.609375,213.25,270.5,318.75,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200803,BERNAL,14010070000,MAIZ AMARILLO DURO,8,NOT_YET_FROZEN,55,1051,256,440,2.854545,78.5,157,263.5,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200804,CRISTO NOS VALGA,14010020000,ARROZ,7,NOT_YET_FROZEN,267,991,715,326,0.455944,181.25,219,259.25,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200804,CRISTO NOS VALGA,14010070000,MAIZ AMARILLO DURO,9,NOT_YET_FROZEN,88,611,211,291,0.990566,33.75,83,135.5,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200805,VICE,14010020000,ARROZ,6,NOT_YET_FROZEN,963,2355,1183,142,0.147456,95,126,134,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200805,VICE,14010070000,MAIZ AMARILLO DURO,7,NOT_YET_FROZEN,72,291,114,143,0.966216,22,39,77,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200806,RINCONADA LLICUAR,14010020000,ARROZ,7,NOT_YET_FROZEN,650,2082,1112,330,0.336735,6.75,43.5,142.5,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
200806,RINCONADA LLICUAR,14010070000,MAIZ AMARILLO DURO,6,NOT_YET_FROZEN,121,443,304.5,215,0.977273,46,54,81,FALSE,FALSE,FALSE,SENSITIVITY_ONLY,,,FALSE,"Complete August-July district-crop campaigns only; aggregate history does not identify parcel reuse, reallocable land, or a future hard bound.",DESCRIPTIVE_DIAGNOSTIC_ONLY; HISTORICAL_SUPPORT_AS_DECISION_DOMAIN_STATUS=EMPIRICAL_CONTEXT_ONLY; MODEL_BOUND_AUTHORIZED=FALSE; RAW_SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
