HYDRAULIC_SYSTEM,ALA,JUNTA,COMMISSION_OR_SUBSECTOR,IRRIGATION_BLOCK,WATER_SOURCE,DISTRICT_NAME,PROVINCE_NAME,UBIGEO,SERVICE_RELATION_STATUS,EXHAUSTIVENESS_STATUS,RELATIONSHIP_CLASS,EVIDENCE_IDS,MODEL_SPATIAL_ROLE,SERVICE_FRACTION_AVAILABLE,SERVICE_FRACTION_VALUE,DOUBLE_COUNTING_RISK,CRITICAL_GAP,NOTES
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,CHULUCANAS,MORROPON,200401,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=188;UNIQUE_RAW_ENTITIES=168;FEATURE_ID_SHA256=b3db7e933f2cce8d82b22063a1e2ffdefd5543a6a69cee2f7fe80917d6cf3254;SAMPLE_IDS=7329|7397|7398|69307|69313;SAMPLE_RAW_ENTITIES=ACARO GONZALES, JOSE SERGIO|ACARO JUAREZ JULIA;RAW_DISTRICT=Chulucanas;RAW_PROVINCE=Morropon;DATE_RANGE=2019-08-23:2026-07-09; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,BUENOS AIRES,MORROPON,200402,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=2;UNIQUE_RAW_ENTITIES=2;FEATURE_ID_SHA256=4ae54c319d976a8a118db732699673b5ef6d8c43e13d048ed4136eb5efcccc81;SAMPLE_IDS=11706|11934;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA DEL POZO IRHS 156-SAN RAFAEL N° 01|COMITÉ DE USUARIOS DE LOS POZOS 01, 02, 03, 04 y 05.;RAW_DISTRICT=Buenos Aires;RAW_PROVINCE=Morropon;DATE_RANGE=2020-10-06:2020-10-21; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,CHALACO,MORROPON,200403,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=56;UNIQUE_RAW_ENTITIES=56;FEATURE_ID_SHA256=24fa0d4ab87b05b8455b19ee5448b6876435dbb6442b340871a6a6aea8844e21;SAMPLE_IDS=7426|10466|12935|40661|40665;SAMPLE_RAW_ENTITIES=CALLE CALLE ARACELI|COMITE DE USUARIOS CANAL CERRO NEGRO - TIERRA AMARILLA;RAW_DISTRICT=Chalaco;RAW_PROVINCE=Morropon;DATE_RANGE=2019-08-28:2025-09-26; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,LA MATANZA,MORROPON,200404,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=14;UNIQUE_RAW_ENTITIES=14;FEATURE_ID_SHA256=c4b397addda6f9609cf9e118ce0c56e6f107da2d4256a66870cda84e8e65ab2d;SAMPLE_IDS=11701|11705|11885|51512|61874;SAMPLE_RAW_ENTITIES=CHIROQUE ANASTACIO, PASCUAL|COMITE DE USUARIOS CANAL JAGUAY EL SALCANTE;RAW_DISTRICT=La Matanza;RAW_PROVINCE=Morropon;DATE_RANGE=2020-10-06:2026-05-07; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,MORROPON,MORROPON,200405,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=12;UNIQUE_RAW_ENTITIES=12;FEATURE_ID_SHA256=969030a47352f829192db64b7d863c844642be7a3aad255b1e2de4e4057d2145;SAMPLE_IDS=10451|11925|24386|39771|63962;SAMPLE_RAW_ENTITIES=AGURTO GARAY, SANTOS JULIO|COMITE DE USUARIOS DE AGUA PASTOR MONTALBAN;RAW_DISTRICT=Morropon;RAW_PROVINCE=Morropon;DATE_RANGE=2020-09-30:2026-05-20; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SALITRAL,MORROPON,200406,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=13;UNIQUE_RAW_ENTITIES=13;FEATURE_ID_SHA256=bf0771e3600844c6c26e1c32c6d29c1f4d475844bb5927c4ff12e80b391b779f;SAMPLE_IDS=9859|9860|9861|65029|69289;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA DE LOS POZOS 011 Y 017 PIEDRA BLANCA SALITRAL|COMITE DE USUARIOS DE AGUA DE LOS POZOS PAPAYO IRHS Nº 156 Y TAMARINDO IRHS Nº 162;RAW_DISTRICT=Salitral;RAW_PROVINCE=Morropon;DATE_RANGE=2020-06-16:2026-07-03; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,Quebrada EL HUITRE,SAN JUAN DE BIGOTE,MORROPON,200407,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=1;UNIQUE_RAW_ENTITIES=1;FEATURE_ID_SHA256=5d6b5fe72b87ceb94c8e63e61f905c50da691c95a38ba6f154b2e794554bfc92;SAMPLE_IDS=7400;SAMPLE_RAW_ENTITIES=COMITÉ DE USUARIOS DEL CANAL DE RIEGO EL HUITRE;RAW_DISTRICT=San Juan De Bigote;RAW_PROVINCE=Morropon;DATE_RANGE=2019-08-26:2019-08-26; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SANTA CATALINA DE MOSSA,MORROPON,200408,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=34;UNIQUE_RAW_ENTITIES=34;FEATURE_ID_SHA256=a43f9874d31581dbbff547360431294d8918f60b71608436233296406caed081;SAMPLE_IDS=10376|10446|10447|40033|40034;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS CANAL LA CHORRERA|COMITE DE USUARIOS CANAL LOS CASTILLOS;RAW_DISTRICT=Santa Catalina De Mossa;RAW_PROVINCE=Morropon;DATE_RANGE=2020-09-25:2025-07-29; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SANTO DOMINGO,MORROPON,200409,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=82;UNIQUE_RAW_ENTITIES=80;FEATURE_ID_SHA256=111263099ee6195e333b831608a1c612c47b2435b8a1d7aeba47d6b9da08eba0;SAMPLE_IDS=10414|10457|10458|52533|59807;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS DE AGUA DEL CANAL CASCARILLA|COMITE DE USUARIOS DE AGUA DEL CANAL CITAN;RAW_DISTRICT=Santo Domingo;RAW_PROVINCE=Morropon;DATE_RANGE=2020-09-30:2026-05-01; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Alto Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,YAMANGO,MORROPON,200410,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=48;UNIQUE_RAW_ENTITIES=48;FEATURE_ID_SHA256=c935644c0d82e716134ee5f2330cc4df49544b1c8ea5efa63664aabffbbe72bf;SAMPLE_IDS=11888|12950|12951|40000|40458;SAMPLE_RAW_ENTITIES=COMITE DE USUARIOS AGUA COLORADA, LIPLIPE, LOMA DEL OSO, OREJILLA Y CEDRO|COMITE DE USUARIOS CANAL LA SILLETA;RAW_DISTRICT=Yamango;RAW_PROVINCE=Morropon;DATE_RANGE=2020-10-21:2025-08-21; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chira,,,,Río CHIRA,SULLANA,SULLANA,200601,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=1;UNIQUE_RAW_ENTITIES=1;FEATURE_ID_SHA256=4ebdfba67a9a9a791296a859d3a533cd5f55afdce6ff1ec311a51af53bbc9ecd;SAMPLE_IDS=41775;SAMPLE_RAW_ENTITIES=EFRAIN CORDOVA ARRIAGA;RAW_DISTRICT=Sullana;RAW_PROVINCE=Sullana;DATE_RANGE=2025-12-12:2025-12-12; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,San Lorenzo,,,,Río RIO QUIROZ,SULLANA,SULLANA,200601,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,MANY_TO_MANY,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,CONDITIONAL_WATER_SPATIAL_ELIGIBILITY,FALSE,,CONDITIONAL_MULTI_RELATION_REQUIRES_ADJUDICATION,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=1;UNIQUE_RAW_ENTITIES=1;FEATURE_ID_SHA256=2c0a6283016fd208e8e33c29234909414f840b40ae94eb4b6d39b7d21d16be1c;SAMPLE_IDS=45240;SAMPLE_RAW_ENTITIES=KUROKI APON, JOSE ALBERTO;RAW_DISTRICT=Sullana;RAW_PROVINCE=Sullana;DATE_RANGE=UNKNOWN:UNKNOWN; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chira,,,,Río CHIRA,IGNACIO ESCUDERO,SULLANA,200603,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=1;UNIQUE_RAW_ENTITIES=1;FEATURE_ID_SHA256=58af897fddd05a813186d367651ae07d1f83fc1dbcf512c2a637d10d729febc5;SAMPLE_IDS=41326;SAMPLE_RAW_ENTITIES=HERRERA YOVERA, HENRRY JAVIER;RAW_DISTRICT=Ignacio Escudero;RAW_PROVINCE=Sullana;DATE_RANGE=2025-10-29:2025-10-29; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Chira,,,,Río CHIRA,MARCAVELICA,SULLANA,200605,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=1;UNIQUE_RAW_ENTITIES=1;FEATURE_ID_SHA256=8978d8efc9829c54fe36f5d6f92bd467fac0e4203a9bc00f30ea37dd7b954d5e;SAMPLE_IDS=38803;SAMPLE_RAW_ENTITIES=CHERO ESPINOZA, JUAN MANUEL;RAW_DISTRICT=Marcavelica;RAW_PROVINCE=Sullana;DATE_RANGE=2025-05-14:2025-05-14; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Medio y Bajo Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,SECHURA,SECHURA,200801,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=4;UNIQUE_RAW_ENTITIES=4;FEATURE_ID_SHA256=dc2c11093d5217c7da5a0b57a973bada0e141754ee47378f87eb1f5f66ae6058;SAMPLE_IDS=9482|30573|45189|45189|62946;SAMPLE_RAW_ENTITIES=GOMEZ PAZO, MIGUEL GAMANIEL|SANCHEZ NUÑEZ, SANDRA LIZBETH;RAW_DISTRICT=Sechura;RAW_PROVINCE=Sechura;DATE_RANGE=2020-02-07:2026-02-05; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Medio y Bajo Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,BELLAVISTA DE LA UNION,SECHURA,200802,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=5;UNIQUE_RAW_ENTITIES=4;FEATURE_ID_SHA256=030c4c84442ec8840d24a149bfbf83a7b45f02bbe924f486e13f7a35536eac5e;SAMPLE_IDS=30572|30575|30576|38698|38700;SAMPLE_RAW_ENTITIES=CALDERON CHUNGA, MANUEL JORGE|José Maximiliano Paz Flores;RAW_DISTRICT=Bellavista De La Unión;RAW_PROVINCE=Sechura;DATE_RANGE=2023-07-26:2025-04-15; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Medio y Bajo Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,BERNAL,SECHURA,200803,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=8;UNIQUE_RAW_ENTITIES=6;FEATURE_ID_SHA256=be06b8f15c3f1b8cf13c363359bb0ed7c330136cbf1b960feb6af89e6c3e2768;SAMPLE_IDS=10313|10314|10315|48421|63965;SAMPLE_RAW_ENTITIES=CORONADO QUIROGA, JUSTO|FERNANDO INGA MORALES;RAW_DISTRICT=Bernal;RAW_PROVINCE=Sechura;DATE_RANGE=2020-09-22:2026-05-20; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Medio y Bajo Piura,,,,MULTIPLE_GEOSNIRH_SOURCE_NAMES,VICE,SECHURA,200805,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=2;UNIQUE_RAW_ENTITIES=2;FEATURE_ID_SHA256=9b3a5e0a5c3d226597eafc453bbb557e08561351307dfc7954420665333a09a2;SAMPLE_IDS=9483|9484;SAMPLE_RAW_ENTITIES=ANDRES BOLO PANTA|JUAN CARLOS BOLO PANTA;RAW_DISTRICT=Vice;RAW_PROVINCE=Sechura;DATE_RANGE=2020-02-07:2020-02-07; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,Medio y Bajo Piura,,,,Río PIURA Y CHIRA,RINCONADA LLICUAR,SECHURA,200806,CERTIFIED_EXACT_POLITICAL_LOCATION,NONEXHAUSTIVE_PRESENCE_ONLY,PARTIAL_UNKNOWN,C0B2-GIS-001;C0B2-GIS-002;C0B2-GIS-003,PARTIAL_COVERAGE_ONLY,FALSE,,NO_CONFIRMED_MULTI_SERVICE,SERVICE_MEMBERSHIP_AREA_PARTITION_AND_FRACTION_NOT_ESTABLISHED,"EVIDENCE_LEVEL=L1_OFFICIAL_HYDRAULIC_PRESENCE;GEOMETRY=POINT;RECORDS=1;UNIQUE_RAW_ENTITIES=1;FEATURE_ID_SHA256=f059777352d4f1c51a696e4a190d1be65752fae77f658749d5d1b94d7298ce0e;SAMPLE_IDS=36632;SAMPLE_RAW_ENTITIES=ARRUNATEGUI ALDANA, TEOBALDO CLODOMIRO;RAW_DISTRICT=Rinconada Llicuar;RAW_PROVINCE=Sechura;DATE_RANGE=2024-11-18:2024-11-18; point location and license semantics do not prove service area, membership, fraction, or exhaustive coverage."
,,,,,Sistema de riego La Rinconada - Comuneros Directos - San Jorge,AMOTAPE,PAITA,200502,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-016,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION;Official resolution locates the named irrigation service relation in Amotape. No official district partition or numeric service fraction is available.
Sistema Hidraulico Chira Piura,Chira,Junta de Usuarios del Sector Hidraulico Chira,Comision de Usuarios del Subsector Hidraulico El Arenal,,Canales de El Arenal,ARENAL,PAITA,200503,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-017,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION;ANA locates commission membership and actual canal service in Arenal. No official district partition or numeric service fraction is available.
Sistema Hidraulico Chira Piura,Chira,Junta de Usuarios del Sector Hidraulico Chira,Comision de Usuarios del Subsector Hidraulico El Arenal,,Canal Santa Elena - San Francisco,COLAN,PAITA,200504,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-018,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION;Official municipal evidence locates the canal and commission context in Colan. No official district partition or numeric service fraction is available.
,,,,,Canal de regadio SD06 La Huaca,LA HUACA,PAITA,200505,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-019,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION;Official regional evidence locates completed irrigation service in La Huaca. No official district partition or numeric service fraction is available.
Sistema Hidraulico Chira Piura,Chira,Junta de Usuarios del Sector Hidraulico Chira,,,Canal Miguel Checa,TAMARINDO,PAITA,200506,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-020,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION;PECHP locates Canal Miguel Checa service in Tamarindo; Chira remains a Junta/minor-sector scope. No official district partition or numeric service fraction is available.
,,,,,Sistema de Riego Las Valencias,VICHAYAL,PAITA,200507,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-021,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION;Official Agro Rural evidence locates the irrigation-system work in Vichayal. No official district partition or numeric service fraction is available.
,,,,,Canales Jibito;Pajaro Bobo;La Anita;Chacras Viejas,MIGUEL CHECA,SULLANA,200606,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-022,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION;Official municipal evidence locates active irrigation-canal service works in Miguel Checa. No official district partition or numeric service fraction is available.
,,,,,Canal San Agustin,QUERECOTILLO,SULLANA,200607,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-023,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,PARTIAL_SERVICE_RELATION_WITHOUT_OFFICIAL_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_SERVICE_AREA_RELATION;Official municipal evidence locates irrigation-water service in Querecotillo. No official district partition or numeric service fraction is available.
Sistema Hidraulico Chira Piura,Chira,Junta de Usuarios del Sector Hidraulico Chira,,Bloque de Riego Bolsanada,Canal Miguel Checa;Canal Bolsanada,SALITRAL,SULLANA,200608,CERTIFIED_EXACT_SERVICE_RELATION,PARTIAL_KNOWN,PARTIAL_UNKNOWN,C0B2-HYD-024;C0B2-HYD-025,SPATIALLY_ELIGIBLE_AFTER_SERVICE_PARTITION,FALSE,,NO_CONFIRMED_MULTI_SERVICE,NAMED_SERVICE_UNIT_WITHOUT_OFFICIAL_DISTRICT_PARTITION_OR_FRACTION,EVIDENCE_LEVEL=L3_NAMED_SERVICE_UNIT;official records locate service and the named Bolsanada unit in Salitral. No official district partition or numeric service fraction is available.
